ISO	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
SWZ	Eswatini	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,818.67"	"1,599.21"	"1,473.72"	"2,235.68"	"2,797.02"	"3,174.59"	"3,262.22"	"3,402.16"	"3,214.49"	"3,479.71"	"4,263.91"	"4,603.20"	"4,628.25"	"4,326.00"	"4,133.03"	"3,765.92"	"3,513.80"	"4,031.06"	"4,225.91"	"4,009.99"	"3,532.55"	"3,965.43"	"4,164.29"	2017
SWZ	Eswatini	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2006, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Swazi lilangeni Data last updated: 08/2021"	100	107.489	120.247	128.996	133.472	140.005	147.279	159.173	179.32	192.676	201.365	213.663	232.764	245.847	259.814	272.678	294.076	312.372	327.413	335.919	348.926	363.912	380.889	2020
SWZ	Eswatini	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	9.911	7.489	11.869	7.276	3.47	4.895	5.195	8.076	12.657	7.448	4.509	6.107	8.94	5.621	5.681	4.951	7.847	6.221	4.815	2.598	3.872	4.295	4.665	2020
SWZ	Eswatini	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
ETH	Ethiopia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,057.14"	"1,048.15"	997.728	"1,037.15"	"1,194.26"	"1,429.42"	"1,721.80"	"2,192.08"	"3,114.17"	"4,137.06"	"4,654.87"	"6,114.54"	"8,731.87"	"9,969.71"	"12,007.52"	"14,460.31"	"17,194.72"	"19,780.63"	"23,371.20"	"28,132.89"	"34,724.59"	"41,308.89"	n/a	2016
ETH	Ethiopia	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	129.678	125.722	116.789	120.873	138.553	165.218	198.344	249.209	334.145	397.808	360.829	379.381	493.321	535.264	613.101	702.767	790.82	829.313	852.011	968.253	994.197	939.511	n/a	2016
ETH	Ethiopia	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		"Source: National Statistics Office Latest actual data: 2019 Notes: For WEO purposes, calendar year Harmonized prices: No Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Ethiopian birr Data last updated: 09/2021"	15.62	14.333	14.57	17.158	17.711	19.775	22.456	26.328	38.011	41.234	44.588	59.405	73.741	79.693	85.594	93.784	100	110.687	125.999	145.918	175.618	219.88	n/a	2019
ETH	Ethiopia	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	0.662	-8.238	1.654	17.762	3.221	11.656	13.558	17.245	44.371	8.479	8.134	33.232	24.132	8.071	7.404	9.569	6.628	10.687	13.833	15.81	20.354	25.203	n/a	2019
ETH	Ethiopia	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
FJI	Fiji	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"4,868.15"	"5,096.28"	"5,395.95"	"5,838.22"	"6,241.98"	"6,668.25"	"6,996.88"	"7,094.14"	"7,229.64"	"7,193.96"	"7,683.00"	"8,590.96"	"8,981.18"	"9,701.20"	"10,590.25"	"11,296.82"	"11,773.40"	"12,504.37"	"13,093.58"	"13,271.15"	"10,833.47"	"10,456.82"	"11,231.15"	2017
FJI	Fiji	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,286.99"	"2,238.55"	"2,467.53"	"3,079.61"	"3,601.62"	"3,943.27"	"4,041.49"	"4,405.16"	"4,535.43"	"3,673.96"	"4,004.67"	"4,797.05"	"5,017.72"	"5,268.16"	"5,611.19"	"5,385.52"	"5,620.58"	"6,049.89"	"6,272.73"	"6,142.93"	"4,995.16"	"5,127.44"	"5,507.13"	2017
FJI	Fiji	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. Fiji Islands Bureau of Statistics Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2011 Primary domestic currency: Fijian dollar Data last updated: 09/2021	65.097	67.873	68.363	71.247	73.261	74.949	76.81	80.506	86.726	89.896	93.212	100	103.416	106.424	106.986	108.458	112.648	116.419	121.171	123.319	120.122	121.443	123.508	2020
FJI	Fiji	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	1.099	4.264	0.722	4.22	2.827	2.303	2.483	4.811	7.726	3.655	3.689	7.282	3.416	2.909	0.528	1.376	3.863	3.348	4.081	1.773	-2.593	1.1	1.7	2020
FJI	Fiji	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office. 2012-2013 unemployment rate are missing since the authority didn't provide it. The numbers here are based on linear interpolation using 2011 and 2014 data. Latest actual data: 2019 Employment type: Not applicable Primary domestic currency: Fijian dollar Data last updated: 09/2021	5.512	5.951	6.388	6.822	7.255	7.3	7.7	8.6	8.8	8.7	7.1	7.1	6.8	6.367	6.2	5.5	5.5	4.5	4.5	4.5	13.351	9	6.5	2019
FIN	Finland	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"26,384.46"	"27,914.46"	"28,583.03"	"29,147.22"	"30,414.97"	"31,449.16"	"32,897.80"	"35,450.75"	"36,650.43"	"34,122.47"	"35,157.54"	"36,834.95"	"37,220.34"	"37,651.24"	"37,953.91"	"38,632.04"	"39,640.20"	"41,120.99"	"42,347.63"	"43,512.24"	"42,746.70"	"44,813.39"	"47,063.37"	2020
